job_type,build_id,pr_number,result,job_start,job_end,total_s,create_end,olm_end,test_end,destroy_end,pre_test_s,test_s,post_s,test_step_name,failure_category,failure_signals,log_fetched
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033911761177939968,1196,ABORTED,1773757333,1773758783,1450,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033902582237237248,1196,ABORTED,1773755142,1773757313,2171,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033900577053741056,1140,FAILURE,1773754668,1773766828,12160,,,,,,,,,platform:provision,,True
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033876883069734912,1196,ABORTED,1773749018,1773758735,9717,1773750523,1773750532,1773755150,,1505,4618,3585,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033852487894568960,1221,FAILURE,1773743202,1773751088,7886,1773745827,1773745840,1773748974,1773751073,2625,3134,2114,e2e-graph,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed",True
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033845336367173632,1217,ABORTED,1773741498,1773748856,7358,1773744113,1773744122,1773746776,1773748840,2615,2654,2080,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033843313794093056,1196,ABORTED,1773741013,1773752609,11596,1773742679,1773742689,1773749024,,1666,6335,3585,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033835150818676736,1196,ABORTED,1773739068,1773743238,4170,1773740352,1773740361,1773741016,1773743223,1284,655,2222,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033832181356302336,1196,ABORTED,1773738358,1773739057,699,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033831607244165120,1196,ABORTED,1773738220,1773738348,128,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033830959031259136,1196,ABORTED,1773738069,1773738210,141,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033830571150413824,1196,ABORTED,1773737975,1773737995,20,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033830495942348800,1196,ABORTED,1773737958,1773737963,5,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033740714734522368,1195,FAILURE,1773716553,1773725002,8449,1773718291,1773718305,1773720969,,1738,2664,4033,e2e-graph,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed",True
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033692445539045376,1217,SUCCESS,1773705044,1773711816,6772,1773706641,1773706648,1773709323,1773711800,1597,2675,2493,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033677824119803904,1195,SUCCESS,1773701558,1773707930,6372,1773703385,1773703394,1773706055,1773707914,1827,2661,1875,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033666129884352512,1195,ABORTED,1773698770,1773703539,4769,1773700270,1773700290,1773701564,1773703524,1500,1274,1975,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033661581740478464,1195,ABORTED,1773697683,1773700794,3111,1773698783,,,1773700778,1100,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033660792565403648,1195,ABORTED,1773697497,1773697673,176,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033637608906559488,1196,SUCCESS,1773691969,1773697874,5905,1773693297,1773693305,1773695951,1773697858,1328,2646,1923,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033637367205597184,1196,ABORTED,1773691911,1773691957,46,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033635776327061504,1195,SUCCESS,1773691533,1773697379,5846,1773692853,1773692860,1773695508,1773697363,1320,2648,1871,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033632515566080000,1195,ABORTED,1773690754,1773691520,766,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033630641580412928,1195,ABORTED,1773690309,1773690745,436,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033630035507679232,1195,ABORTED,1773690165,1773690298,133,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033612817562603520,1149,SUCCESS,1773686056,1773691794,5738,1773687438,1773687446,1773690113,1773691779,1382,2667,1681,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033600285900804096,1149,ABORTED,1773683072,1773687968,4896,1773684308,1773684327,1773686063,1773687953,1236,1736,1905,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033599128654581760,1149,FAILURE,1773682795,1773682987,192,,,,,,,,,platform:provision,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033581614029606912,1195,SUCCESS,1773678618,1773687324,8706,1773680578,1773680594,1773683250,,1960,2656,4074,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2033579081278164992,1196,SUCCESS,1773678052,1773684025,5973,1773679532,1773679546,1773682279,1773684004,1480,2733,1746,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032661353289748480,1195,SUCCESS,1773459212,1773465042,5830,1773460484,1773460497,1773463127,1773465026,1272,2630,1915,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032595905969917952,1195,SUCCESS,1773443606,1773451918,8312,1773445211,1773445223,1773447862,,1605,2639,4056,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032592239099645952,1175,SUCCESS,1773442732,1773449109,6377,1773444611,1773444620,1773447248,1773449093,1879,2628,1861,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032547739262259200,1195,SUCCESS,1773432125,1773439923,7798,1773435253,1773435264,1773437929,1773439907,3128,2665,1994,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032526757705289728,1195,ABORTED,1773427121,1773435715,8594,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032517810449551360,1160,ABORTED,1773424988,1773429325,4337,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032514267248332800,1175,SUCCESS,1773424145,1773435751,11606,1773429094,1773429109,1773431743,,4949,2634,4008,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032510929001779200,1200,ABORTED,1773423348,1773424810,1462,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032498676026314752,1196,FAILURE,1773420427,1773430072,9645,,,,,,,,,platform:provision,,True
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032491497814757376,1194,ABORTED,1773418716,1773420634,1918,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032490203972636672,1195,ABORTED,1773418405,1773428756,10351,1773422076,1773422099,1773424757,,3671,2658,3999,e2e-graph,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032482414537740288,1195,ABORTED,1773416548,1773418398,1850,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-graph,2032480643153137664,1195,ABORTED,1773416127,1773416538,411,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2035045027876442112,1256,SUCCESS,1774027525,1774033727,6202,1774030913,1774030921,1774031577,1774033711,3388,656,2150,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2035043836538916864,1196,FAILURE,1774027240,1774033066,5826,1774030111,1774030120,1774030947,1774033050,2871,827,2119,e2e-raw,test:assertion,FAILED .*::test_,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2035043356416937984,1196,ABORTED,1774027127,1774027226,99,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2035034808433774592,1257,FAILURE,1774025088,1774032473,7385,1774026814,,,1774032458,1726,,,,platform:provision,timed out.*clusterversions/,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2035031566450692096,1257,ABORTED,1774024317,1774025077,760,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2035028157077131264,1196,ABORTED,1774023502,1774029884,6382,1774024978,1774024987,1774025829,,1476,842,4055,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2035026560313987072,1257,ABORTED,1774023123,1774026277,3154,1774024606,,,1774026262,1483,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2035007197917745152,1256,SUCCESS,1774018506,1774023102,4596,1774020430,1774020438,1774021099,1774023086,1924,661,2003,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034925389410734080,1249,ABORTED,1773999001,1774002621,3620,1774000019,1774000027,1774000667,1774002604,1018,640,1954,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034923220108316672,1196,FAILURE,1773998482,1774003330,4848,1773999904,1773999912,1774001353,1774003314,1422,1441,1977,e2e-raw,test:assertion,"FAILED .*::test_, AssertionError",True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034907252921470976,1196,FAILURE,1773994676,1773998228,3552,1773996127,1773996137,1773996353,1773998212,1451,216,1875,e2e-raw,platform:ci-infra,executable file.*not found,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034907049829076992,1196,ABORTED,1773994628,1773994662,34,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034906128323710976,1253,SUCCESS,1773994412,1773998692,4280,1773996112,1773996122,1773996777,1773998676,1700,655,1915,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034887002234556416,1196,FAILURE,1773989848,1773993879,4031,1773991779,1773991792,1773992006,1773993864,1931,214,1873,e2e-raw,platform:ci-infra,executable file.*not found,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034886084902522880,1196,ABORTED,1773989630,1773989834,204,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034740652960387072,1253,SUCCESS,1773954956,1773959663,4707,1773956964,1773956973,1773957609,1773959647,2008,636,2054,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034737690372476928,1253,ABORTED,1773954249,1773954942,693,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034736809853849600,1253,ABORTED,1773954041,1773954235,194,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034701654862860288,1196,SUCCESS,1773945658,1773950090,4432,1773947317,1773947354,1773948058,1773950075,1659,704,2032,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034698378805252096,1196,ABORTED,1773944877,1773945644,767,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034678723483013120,1251,SUCCESS,1773940193,1773944580,4387,1773941491,1773941502,1773942207,1773944565,1298,705,2373,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034672879022379008,1251,ABORTED,1773938797,1773942422,3625,1773940200,,,1773942406,1403,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034661814385512448,1251,ABORTED,1773936161,1773938854,2693,,,,1773938838,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034656664216408064,1196,FAILURE,1773935463,1773944798,9335,1773937190,,,,1727,,,,platform:provision,timed out.*clusterversions/,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034654873852579840,1250,ABORTED,1773934505,1773938223,3718,1773936163,,,1773938209,1658,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034653313646989312,1249,SUCCESS,1773934135,1773938452,4317,1773935382,1773935394,1773936072,1773938437,1247,678,2380,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034646830985252864,1196,ABORTED,1773932588,1773936550,3962,1773934166,1773934175,1773934185,1773936535,1578,10,2365,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034645269311655936,1196,ABORTED,1773932215,1773932568,353,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034599708227276800,1196,FAILURE,1773921353,1773922122,769,,,,,,,,,platform:provision,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034588012578344960,1246,SUCCESS,1773918563,1773923209,4646,1773920335,1773920343,1773920990,1773923193,1772,647,2219,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034551544531128320,1196,SUCCESS,1773909869,1773914335,4466,1773911652,1773911668,1773912377,1773914319,1783,709,1958,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034410150235738112,1220,FAILURE,1773876157,1773881293,5136,1773879003,1773879015,1773879230,1773881278,2846,215,2063,e2e-raw,setup:install,Timed out.*waiting for CRD,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034407582247948288,1220,ABORTED,1773875549,1773876146,597,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034406683458932736,1243,SUCCESS,1773875332,1773880071,4739,1773877120,1773877128,1773877769,1773880056,1788,641,2302,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034397163936550912,1196,SUCCESS,1773873061,1773878026,4965,1773874917,1773874925,1773875617,1773878011,1856,692,2409,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034395813286776832,1196,ABORTED,1773872740,1773873041,301,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034386067649466368,1196,ABORTED,1773870418,1773874468,4050,1773871546,1773871555,1773872242,1773874453,1128,687,2226,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034380866918027264,1196,ABORTED,1773869175,1773872455,3280,1773870410,,,1773872440,1235,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034379967319511040,1196,ABORTED,1773868961,1773869164,203,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034357765694033920,1196,FAILURE,1773863667,1773868327,4660,1773867464,,,1773868311,3797,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034302368937414656,1220,FAILURE,1773850460,1773854963,4503,1773852648,1773852655,1773852854,1773854947,2188,199,2109,e2e-raw,setup:install,Timed out.*waiting for CRD,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034255775001481216,1196,FAILURE,1773839352,1773852630,13278,1773841402,1773841414,1773848643,,2050,7229,3987,e2e-raw,test:other,,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034202313169571840,1196,FAILURE,1773826605,1773827387,782,1773827320,,,1773827372,715,,,,platform:ci-infra,jq: error,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034200033837977600,1196,ABORTED,1773826063,1773826594,531,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2034028559432945664,1196,FAILURE,1773785179,1773786679,1500,,,,,,,,,platform:provision,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033998999144370176,1149,FAILURE,1773778132,1773781904,3772,1773781065,,,1773781888,2933,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033997947800129536,1149,ABORTED,1773777881,1773778114,233,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033993119288004608,1149,ABORTED,1773776730,1773777872,1142,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033988864728633344,1196,FAILURE,1773775716,1773779937,4221,1773778414,,,1773779921,2698,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033979723645718528,1221,FAILURE,1773773536,1773778179,4643,1773776578,,,1773778164,3042,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033960114674733056,1149,FAILURE,1773768861,1773773017,4156,1773772022,,,1773773001,3161,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033932242580934656,1220,FAILURE,1773762216,1773767188,4972,1773765681,,,1773767173,3465,,,,platform:provision,timed out.*hostedclusters/,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033918046011133952,1196,FAILURE,1773758831,1773771655,12824,1773762416,1773762431,1773769661,1773771638,3585,7230,1994,e2e-raw,test:other,,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033917890096271360,1196,ABORTED,1773758796,1773758819,23,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033911771261046784,1196,ABORTED,1773757334,1773758783,1449,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033902589795373056,1196,ABORTED,1773755146,1773757313,2167,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033900577154404352,1140,FAILURE,1773754667,1773767332,12665,,,,,,,,,platform:provision,,True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033876883178786816,1196,ABORTED,1773749022,1773758735,9713,1773750394,1773750405,1773755150,,1372,4745,3585,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033852487974260736,1221,FAILURE,1773743201,1773750070,6869,1773745747,1773745761,1773748002,1773750054,2546,2241,2068,e2e-raw,test:assertion,"FAILED .*::test_, \d+ failed.*\d+ passed",True
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033845336451059712,1217,SUCCESS,1773741499,1773746528,5029,1773742886,1773742905,1773744412,1773746513,1387,1507,2116,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033843316935626752,1196,ABORTED,1773741013,1773752609,11596,1773742671,1773742678,1773749024,,1658,6346,3585,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033835155021369344,1196,ABORTED,1773739068,1773743228,4160,1773740245,1773740255,1773741016,1773743212,1177,761,2212,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033832193104547840,1196,ABORTED,1773738362,1773739057,695,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033831613963440128,1196,ABORTED,1773738224,1773738348,124,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033830962386702336,1196,ABORTED,1773738069,1773738211,142,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033830574484885504,1196,ABORTED,1773737977,1773737994,17,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033830496030429184,1196,ABORTED,1773737958,1773737964,6,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033740715015540736,1195,SUCCESS,1773716554,1773721447,4893,1773718153,1773718165,1773719494,1773721431,1599,1329,1953,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033692445618737152,1217,SUCCESS,1773705044,1773710370,5326,1773706571,1773706579,1773707899,1773710355,1527,1320,2471,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033677824216272896,1195,SUCCESS,1773701558,1773706665,5107,1773703375,1773703383,1773704642,1773706649,1817,1259,2023,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033666130224091136,1195,ABORTED,1773698771,1773703496,4725,1773700274,1773700282,1773701564,1773703480,1503,1282,1932,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033661589294419968,1195,ABORTED,1773697686,1773700588,2902,1773698770,,,1773700572,1084,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033660792670261248,1195,ABORTED,1773697498,1773697673,175,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033637614736642048,1196,SUCCESS,1773691971,1773696620,4649,1773693301,1773693351,1773694714,1773696605,1330,1363,1906,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033637373924872192,1196,ABORTED,1773691913,1773691957,44,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033635781272145920,1195,SUCCESS,1773691534,1773696432,4898,1773692916,1773692923,1773694512,1773696416,1382,1589,1920,e2e-raw,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033632518040719360,1195,ABORTED,1773690755,1773691520,765,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033630641681076224,1195,ABORTED,1773690309,1773690745,436,,,,,,,,,,,False
pull-ci-opendatahub-io-kserve-master-e2e-raw,2033630036233293824,1195,ABORTED,1773690165,1773690298,133,,,,,,,,,,,False
